   0.000,  0.00000
   0.010,  0.00235
   0.020,  0.00471
   0.030,  0.00706
   0.040,  0.00941
   0.050,  0.01176
   0.060,  0.01412
   0.070,  0.01647
   0.080,  0.01882
   0.090,  0.02118
   0.100,  0.02353
   0.110,  0.02588
   0.120,  0.02824
   0.130,  0.02824
   0.140,  0.02824
   0.150,  0.02824
   0.160,  0.02824
   0.170,  0.02824
   0.180,  0.02824
   0.190,  0.02824
   0.200,  0.02824
   0.210,  0.02824
   0.220,  0.02824
   0.230,  0.02824
   0.240,  0.02824
   0.250,  0.02824
   0.260,  0.02824
   0.270,  0.02824
   0.280,  0.02824
   0.290,  0.02824
   0.300,  0.02824
   0.310,  0.02824
   0.320,  0.02824
   0.330,  0.02824
   0.340,  0.02824
   0.350,  0.02824
   0.360,  0.02824
   0.370,  0.02824
   0.380,  0.02588
   0.390,  0.02353
   0.400,  0.02118
   0.410,  0.01882
   0.420,  0.01647
   0.430,  0.01412
   0.440,  0.01176
   0.450,  0.00941
   0.460,  0.00706
   0.470,  0.00471
   0.480,  0.00235
   0.490,  0.00000
   0.500, -0.00235
   0.510, -0.00471
   0.520, -0.00706
   0.530, -0.00941
   0.540, -0.01176
   0.550, -0.01412
   0.560, -0.01647
   0.570, -0.01882
   0.580, -0.02118
   0.590, -0.02353
   0.600, -0.02588
   0.610, -0.02824
   0.620, -0.03059
   0.630, -0.03059
   0.640, -0.03059
   0.650, -0.03059
   0.660, -0.03059
   0.670, -0.03059
   0.680, -0.03059
   0.690, -0.03059
   0.700, -0.03059
   0.710, -0.03059
   0.720, -0.03059
   0.730, -0.03059
   0.740, -0.03059
   0.750, -0.03059
   0.760, -0.03059
   0.770, -0.03059
   0.780, -0.03059
   0.790, -0.03059
   0.800, -0.03059
   0.810, -0.03059
   0.820, -0.03059
   0.830, -0.03059
   0.840, -0.03059
   0.850, -0.03059
   0.860, -0.03059
   0.870, -0.03059
   0.880, -0.02824
   0.890, -0.02588
   0.900, -0.02353
   0.910, -0.02118
   0.920, -0.01882
   0.930, -0.01647
   0.940, -0.01412
   0.950, -0.01176
   0.960, -0.00941
   0.970, -0.00706
   0.980, -0.00471
   0.990, -0.00235
   1.000,  0.00000
   1.010,  0.00235
   1.020,  0.00471
   1.030,  0.00706
   1.040,  0.00941
   1.050,  0.01176
   1.060,  0.01412
   1.070,  0.01647
   1.080,  0.01882
   1.090,  0.02118
   1.100,  0.02353
   1.110,  0.02588
   1.120,  0.02824
   1.130,  0.03059
   1.140,  0.03294
   1.150,  0.03529
   1.160,  0.03765
   1.170,  0.04000
   1.180,  0.04235
   1.190,  0.04471
   1.200,  0.04706
   1.210,  0.04941
   1.220,  0.05176
   1.230,  0.05412
   1.240,  0.05647
   1.250,  0.05882
   1.260,  0.06118
   1.270,  0.06353
   1.280,  0.06588
   1.290,  0.06824
   1.300,  0.07059
   1.310,  0.07294
   1.320,  0.07529
   1.330,  0.07765
   1.340,  0.08000
   1.350,  0.08235
   1.360,  0.08471
   1.370,  0.08706
   1.380,  0.08941
   1.390,  0.09176
   1.400,  0.09412
   1.410,  0.09647
   1.420,  0.09882
   1.430,  0.10118
   1.440,  0.10353
   1.450,  0.10588
   1.460,  0.10824
   1.470,  0.11059
   1.480,  0.11294
   1.490,  0.11529
   1.500,  0.11765
   1.510,  0.12000
   1.520,  0.12235
   1.530,  0.12471
   1.540,  0.12706
   1.550,  0.12941
   1.560,  0.13176
   1.570,  0.13412
   1.580,  0.13647
   1.590,  0.13882
   1.600,  0.14118
   1.610,  0.14353
   1.620,  0.14588
   1.630,  0.14353
   1.640,  0.14118
   1.650,  0.13882
   1.660,  0.13647
   1.670,  0.13412
   1.680,  0.13176
   1.690,  0.12941
   1.700,  0.12706
   1.710,  0.12471
   1.720,  0.12235
   1.730,  0.12000
   1.740,  0.11765
   1.750,  0.11529
   1.760,  0.11294
   1.770,  0.11059
   1.780,  0.10824
   1.790,  0.10588
   1.800,  0.10353
   1.810,  0.10118
   1.820,  0.09882
   1.830,  0.09647
   1.840,  0.09412
   1.850,  0.09176
   1.860,  0.08941
   1.870,  0.08706
   1.880,  0.08706
   1.890,  0.08706
   1.900,  0.08706
   1.910,  0.08706
   1.920,  0.08706
   1.930,  0.08706
   1.940,  0.08706
   1.950,  0.08706
   1.960,  0.08706
   1.970,  0.08706
   1.980,  0.08706
   1.990,  0.08706
   2.000,  0.08706
   2.010,  0.08706
   2.020,  0.08706
   2.030,  0.08706
   2.040,  0.08706
   2.050,  0.08706
   2.060,  0.08706
   2.070,  0.08706
   2.080,  0.08706
   2.090,  0.08706
   2.100,  0.08706
   2.110,  0.08706
   2.120,  0.08706
   2.130,  0.08471
   2.140,  0.08235
   2.150,  0.08000
   2.160,  0.07765
   2.170,  0.07529
   2.180,  0.07294
   2.190,  0.07059
   2.200,  0.06824
   2.210,  0.06588
   2.220,  0.06353
   2.230,  0.06118
   2.240,  0.05882
   2.250,  0.05647
   2.260,  0.05412
   2.270,  0.05176
   2.280,  0.04941
   2.290,  0.04706
   2.300,  0.04471
   2.310,  0.04235
   2.320,  0.04000
   2.330,  0.03765
   2.340,  0.03529
   2.350,  0.03294
   2.360,  0.03059
   2.370,  0.02824
   2.380,  0.02824
   2.390,  0.02824
   2.400,  0.02824
   2.410,  0.02824
   2.420,  0.02824
   2.430,  0.02824
   2.440,  0.02824
   2.450,  0.02824
   2.460,  0.02824
   2.470,  0.02824
   2.480,  0.02824
   2.490,  0.02824
   2.500,  0.02824
   2.510,  0.02824
   2.520,  0.02824
   2.530,  0.02824
   2.540,  0.02824
   2.550,  0.02824
   2.560,  0.02824
   2.570,  0.02824
   2.580,  0.02824
   2.590,  0.02824
   2.600,  0.02824
   2.610,  0.02824
   2.620,  0.02824
   2.630,  0.02824
   2.640,  0.02824
   2.650,  0.02824
   2.660,  0.02824
   2.670,  0.02824
   2.680,  0.02824
